ApplicantName,Callsign,FileNumber,Filing State,Red Light,AppType,Accepted For Filing PN,Class Of Earth Station,SiteID,AntennaID,Quantity,SiteStreet1,SiteStreet2,SiteCity,SiteCounty,Site State,Site Zip Code,LatDeg,LatMin,LatSec,LonDeg,LonMin,LonSec,latitude,longitude,marker-symbol,
Corporation of the Presiding Bishop of The Church ,E190378,SESREG2018091704073,pending,,REG,7/1/2020,FES,FORTUNA,18,1,1444 Ross Hill Road,,FORTUNA,,CA,95540,40,34,18.52,124,8,26.63,40.5718111111111,-124.140730555556,communications-tower-11,
Corporation of the Presiding Bishop of The Church ,E190378,SESREG2018091704073,pending,,REG,7/1/2020,FES,HALF MOON BAY,39,1,475 California Avenue,,MOSS BEACH,,CA,94038,37,31,38.38,122,30,50.11,37.5273277777778,-122.513919444444,communications-tower-11,
Corporation of the Presiding Bishop of The Church ,E190378,SESREG2018091704073,pending,,REG,7/1/2020,FES,HAYFORK,24,1,State Hwy 3,,HAYFORK,,CA,96041,40,33,6.95,123,11,29.51,40.5519305555556,-123.191530555556,communications-tower-11,
Corporation of the Presiding Bishop of The Church ,E190378,SESREG2018091704073,pending,,REG,7/1/2020,FES,"HIGHLANDS, MIDDLETOW",31,1,14970 Lakeview Way,,CLEARLAKE,,CA,95422,38,56,10.25,122,37,57.44,38.9361805555556,-122.632622222222,communications-tower-11,
Corporation of the Presiding Bishop of The Church ,E190378,SESREG2018091704073,pending,,REG,7/1/2020,FES,"HILLTOP, RICHMOND 1",41,1,4351 Hilltop Drive,,EL SOBRANTE,,CA,94803,37,58,35.88,122,18,41.12,37.9766333333333,-122.311422222222,communications-tower-11,
Corporation of the Presiding Bishop of The Church ,E190378,SESREG2018091704073,pending,,REG,7/1/2020,FES,JONESBORO,12,1,301 East Highland Drive,,JONESBORO,,AR,72401,35,49,14.03,90,42,6.72,35.8205638888889,-90.7018666666667,communications-tower-11,
Corporation of the Presiding Bishop of The Church ,E190378,SESREG2018091704073,pending,,REG,7/1/2020,FES,"KELSEYVILLE, LAKEPOR",26,1,600 16th Street,,LAKEPORT,,CA,95453,39,3,10.79,122,55,11.3,39.0529972222222,-122.919805555556,communications-tower-11,
Corporation of the Presiding Bishop of The Church ,E190378,SESREG2018091704073,pending,,REG,7/1/2020,FES,LONOKE,7,1,960 Fish Hatchery Road,,LONOKE,,AR,72086,34,46,13.51,91,54,51.06,34.7704194444444,-91.9141833333334,communications-tower-11,
Corporation of the Presiding Bishop of The Church ,E190378,SESREG2018091704073,pending,,REG,7/1/2020,FES,"MENLO PARK, VALPARAI",47,1,1105 Valparaiso Ave,,MENLO PARK,,CA,94025,37,26,52.69,122,11,33.21,37.4479694444444,-122.192558333333,communications-tower-11,
Corporation of the Presiding Bishop of The Church ,E190378,SESREG2018091704073,pending,,REG,7/1/2020,FES,MIRANDA,20,1,250 School Rd,,MIRANDA,,CA,95553,40,14,7.69,123,49,11.42,40.2354694444445,-123.819838888889,communications-tower-11,
Corporation of the Presiding Bishop of The Church ,E190378,SESREG2018091704073,pending,,REG,7/1/2020,FES,MONTICELLO (AR),9,1,519 Glenwood Drive,,MONTICELLO,,AR,71655,33,36,49.08,91,47,58.17,33.6136333333333,-91.7994916666667,communications-tower-11,
Corporation of the Presiding Bishop of The Church ,E190378,SESREG2018091704073,pending,,REG,7/1/2020,FES,MOUNTAIN HOME,2,1,100 Western Hills Loop,,MOUNTAIN HOME,,AR,72653,36,19,7.84,92,24,7.88,36.3188444444444,-92.4021888888889,communications-tower-11,
Corporation of the Presiding Bishop of The Church ,E190378,SESREG2018091704073,pending,,REG,7/1/2020,FES,MOUNTAIN VIEW,4,1,612 South Peabody Avenue,,MOUNTAIN VIEW,,AR,72560,35,51,41.3,92,7,6.88,35.8614722222222,-92.1185777777778,communications-tower-11,
Corporation of the Presiding Bishop of The Church ,E190378,SESREG2018091704073,pending,,REG,7/1/2020,FES,NAPA 2 &,45,1,2590 Trower Avenue,,NAPA,,CA,94558,38,19,24.62,122,19,55.1,38.3235055555556,-122.331972222222,communications-tower-11,
Corporation of the Presiding Bishop of The Church ,E190378,SESREG2018091704073,pending,,REG,7/1/2020,FES,OAKLAND INTERSTAKE C,46,1,4780 Lincoln Avenue,,OAKLAND,,CA,94602,37,48,36.43,122,11,55.55,37.8101194444444,-122.198763888889,communications-tower-11,
Corporation of the Presiding Bishop of The Church ,E190378,SESREG2018091704073,pending,,REG,7/1/2020,FES,PALO ALTO CA (SU) IN,49,1,865 Stanford Avenue,,PALO ALTO,,CA,94306,37,25,27.27,122,9,6.36,37.4242416666667,-122.151766666667,communications-tower-11,
Corporation of the Presiding Bishop of The Church ,E190378,SESREG2018091704073,pending,,REG,7/1/2020,FES,PARAGOULD,13,1,2611 Purcell Road,,PARAGOULD,,AR,72450,36,5,20.73,90,29,35.44,36.0890916666667,-90.4931777777778,communications-tower-11,
Corporation of the Presiding Bishop of The Church ,E190378,SESREG2018091704073,pending,,REG,7/1/2020,FES,PETERSON LANE &,28,1,1725 Peterson Lane,,SANTA ROSA,,CA,95403,38,27,33.48,122,45,53.83,38.4593,-122.764952777778,communications-tower-11,
Corporation of the Presiding Bishop of The Church ,E190378,SESREG2018091704073,pending,,REG,7/1/2020,FES,PINE BLUFF,6,1,2501 Ridgway Road,,PINE BLUFF,,AR,71603,34,9,57.96,92,1,38.06,34.1661,-92.0272388888889,communications-tower-11,
Corporation of the Presiding Bishop of The Church ,E190378,SESREG2018091704073,pending,,REG,7/1/2020,FES,PINNACLE MOUNTAIN,3,1,600 South Rodney Parham Road,,LITTLE ROCK,,AR,72205,34,44,52.73,92,21,49.07,34.7479805555556,-92.3636305555555,communications-tower-11,
Corporation of the Presiding Bishop of The Church ,E190378,SESREG2018091704073,pending,,REG,7/1/2020,FES,POCAHONTAS,11,1,520 Country Club Road,,POCAHONTAS,,AR,72455,36,17,41.45,90,59,48.9,36.2948472222222,-90.9969166666667,communications-tower-11,
Corporation of the Presiding Bishop of The Church ,E190378,SESREG2018091704073,pending,,REG,7/1/2020,FES,"RICHMOND 1 (SP), YSA",40,1,330 Carlston Street,,RICHMOND,,CA,94805,37,55,57.7,122,19,15.84,37.9326944444444,-122.321066666667,communications-tower-11,
Corporation of the Presiding Bishop of The Church ,E190378,SESREG2018091704073,pending,,REG,7/1/2020,FES,"ROHNERT PARK, 4 (SP)",29,1,5700 Country Club Drive,,ROHNERT PARK,,CA,94928,38,21,20.09,122,41,36.13,38.3555805555556,-122.693369444444,communications-tower-11,
Corporation of the Presiding Bishop of The Church ,E190378,SESREG2018091704073,pending,,REG,7/1/2020,FES,SAN FRANCISCO 5 (SAM,35,1,730 Sharp Park Road,,PACIFICA,,CA,94044,37,37,59.7,122,28,29.4,37.63325,-122.474833333333,communications-tower-11,
Corporation of the Presiding Bishop of The Church ,E190378,SESREG2018091704073,pending,,REG,7/1/2020,FES,SAN FRANCISCO CALIFO,38,1,977 Sneath Lane,,SAN BRUNO,,CA,94066,37,38,3.38,122,25,26.08,37.6342722222222,-122.423911111111,communications-tower-11,
Corporation of the Presiding Bishop of The Church ,E190378,SESREG2018091704073,pending,,REG,7/1/2020,FES,"SAN RAFAEL 2, 3 (SP)",32,1,220 North San Pedro Road,,SAN RAFAEL,,CA,94903,38,0,4.62,122,31,18.43,38.0012833333333,-122.521786111111,communications-tower-11,
Corporation of the Presiding Bishop of The Church ,E190378,SESREG2018091704073,pending,,REG,7/1/2020,FES,SONOMA,34,1,16280 La Grama Street,,AGUA CALIENTE,,CA,95476,38,19,59.87,122,29,34.37,38.3332972222222,-122.492880555556,communications-tower-11,
Corporation of the Presiding Bishop of The Church ,E190378,SESREG2018091704073,pending,,REG,7/1/2020,FES,"UKIAH 1, 2 &",23,1,1337 South Dora Street,,UKIAH,,CA,95482,39,7,51.75,123,12,31.22,39.1310416666667,-123.208672222222,communications-tower-11,
Corporation of the Presiding Bishop of The Church ,E190378,SESREG2018091704073,pending,,REG,7/1/2020,FES,WEAVERVILLE,25,1,71 Mormon Ln,,WEAVERVILLE,,CA,96093,40,43,53.8,122,56,49.54,40.7316111111111,-122.947094444444,communications-tower-11,
Corporation of the Presiding Bishop of The Church ,E190378,SESREG2018091704073,pending,,REG,7/1/2020,FES,WEST MEMPHIS,14,1,915 Vanderbilt Avenue,,WEST MEMPHIS,,AR,72301,35,8,13.96,90,12,19.91,35.1372111111111,-90.2055305555556,communications-tower-11,
Corporation of the Presiding Bishop of The Church ,E190378,SESREG2018091704073,pending,,REG,7/1/2020,FES,WILLITS,22,1,265 Margie Drive,,WILLITS,,CA,95490,39,23,6.55,123,20,33.87,39.3851527777778,-123.342741666667,communications-tower-11,
Corporation of the Presiding Bishop of The Church ,E190378,SESREG2018091704073,pending,,REG,7/1/2020,FES,WILLOWS,44,1,810 North Humboldt Avenue,,WILLOWS,,CA,95988,39,31,46,122,12,42.4,39.5294444444444,-122.211777777778,communications-tower-11,
Corporation of the Presiding Bishop of The Church ,E190378,SESREG2018091704073,pending,,REG,7/1/2020,FES,YREKA,30,1,1001 West Miner Street,,YREKA,,CA,96097,41,44,5.28,122,39,6.14,41.7348,-122.651705555556,communications-tower-11,
Corporation of the Presiding Bishop of The Church ,E190383,SESREG2018091404078,current,,REG,,FES,"BARBER VALLEY, BOISE",26,1,2290 Warm Springs Avenue,,BOISE,,ID,83712,43,35,54.52,116,9,52.44,43.5984777777778,-116.164566666667,communications-tower-11,
Corporation of the Presiding Bishop of The Church ,E190383,SESREG2018091404078,current,,REG,,FES,"BELLANO CREEK, BRIDG",44,1,2515 West Ustick Road,,MERIDIAN,,ID,83642,43,38,0.4,116,25,27.76,43.6334444444444,-116.424377777778,communications-tower-11,
Corporation of the Presiding Bishop of The Church ,E190383,SESREG2018091404078,current,,REG,,FES,"BITTEROOT, BOISE MRD",32,1,1111 South Cole Road,,BOISE,,ID,83709,43,35,39.66,116,16,30.51,43.59435,-116.275141666667,communications-tower-11,
Corporation of the Presiding Bishop of The Church ,E190383,SESREG2018091404078,current,,REG,,FES,"BOISE 13, HIDDEN SPR",28,1,3229 Bogus Basin Road,,BOISE,,ID,83702,43,38,59.39,116,12,3.65,43.6498305555556,-116.201013888889,communications-tower-11,
Corporation of the Presiding Bishop of The Church ,E190383,SESREG2018091404078,current,,REG,,FES,BOISE ID (BSU) INSTI,29,1,1929 West University Drive,,BOISE,,ID,83706,43,36,10.92,116,12,21.2,43.6030333333333,-116.205888888889,communications-tower-11,
Corporation of the Presiding Bishop of The Church ,E190383,SESREG2018091404078,current,,REG,,FES,"BOISE YSA 5, 6 &",36,1,2150 West Boise Avenue,,BOISE,,ID,83706,43,36,2.75,116,12,26.97,43.6007638888889,-116.207491666667,communications-tower-11,
Corporation of the Presiding Bishop of The Church ,E190383,SESREG2018091404078,current,,REG,,FES,"BROOKHOLLOW, SUMMERS",34,1,3700 South Maple Grove Road,,BOISE,,ID,83709,43,34,9.4,116,17,36.6,43.5692777777778,-116.2935,communications-tower-11,
Corporation of the Presiding Bishop of The Church ,E190383,SESREG2018091404078,current,,REG,,FES,"BURLEY 1, 5, 11 &",12,1,2420 Park Avenue,,BURLEY,,ID,83318,42,31,21.7,113,48,12.96,42.5226944444445,-113.8036,communications-tower-11,
Corporation of the Presiding Bishop of The Church ,E190383,SESREG2018091404078,current,,REG,,FES,"BURLEY 8, 9 &",3,1,2050 Normal Avenue,,BURLEY,,ID,83318,42,31,36.5,117,47,24.03,42.5268055555556,-117.790008333333,communications-tower-11,
Corporation of the Presiding Bishop of The Church ,E190383,SESREG2018091404078,current,,REG,,FES,BURLEY ID JR SEMINAR,5,1,1650 Occidental Avenue,,BURLEY,,ID,83318,42,31,55.42,113,48,9.68,42.5320611111111,-113.802688888889,communications-tower-11,
Corporation of the Presiding Bishop of The Church ,E190383,SESREG2018091404078,current,,REG,,FES,"BUTTE, CENTRAL &",46,1,980 West Central Road,,EMMETT,,ID,83617,43,54,4.18,116,30,41.81,43.9011611111111,-116.511613888889,communications-tower-11,
Corporation of the Presiding Bishop of The Church ,E190383,SESREG2018091404078,current,,REG,,FES,"CAREY 1, 2 &",9,1,20494 North Main Street,,CAREY,,ID,83320,43,18,40.28,113,56,43.47,43.3111888888889,-113.945408333333,communications-tower-11,
Corporation of the Presiding Bishop of The Church ,E190383,SESREG2018091404078,current,,REG,,FES,"CEDAR DRAW, CRYSTAL",17,1,840 West Midway Street,,FILER,,ID,83328,42,34,13.04,114,37,5.96,42.5702888888889,-114.618322222222,communications-tower-11,
Corporation of the Presiding Bishop of The Church ,E190383,SESREG2018091404078,current,,REG,,FES,"CENTENNIAL, EDINBURG",48,1,5555 North Locust Grove,,MERIDIAN,,ID,83642,43,39,17.62,116,22,30.28,43.6548944444444,-116.375077777778,communications-tower-11,
Corporation of the Presiding Bishop of The Church ,E190383,SESREG2018091404078,current,,REG,,FES,"CENTURY FARM, MESSIN",40,1,6575 South Eagle Road,,MERIDIAN,,ID,83642,43,32,39.4,116,21,18.61,43.5442777777778,-116.355169444444,communications-tower-11,
Corporation of the Presiding Bishop of The Church ,E190383,SESREG2018091404078,current,,REG,,FES,"CHAMPION PARK, COTTO",38,1,3775 East Ustick Road,,MERIDIAN,,ID,83646,43,38,0.87,116,20,51.17,43.633575,-116.347547222222,communications-tower-11,
Corporation of the Presiding Bishop of The Church ,E190383,SESREG2018091404078,current,,REG,,FES,"COLUMBIA VILLAGE, OR",25,1,3800 East Grand Forest,,BOISE,,ID,83716,43,32,52.33,116,8,10.12,43.5478694444444,-116.136144444444,communications-tower-11,
Corporation of the Presiding Bishop of The Church ,E190383,SESREG2018091404078,current,,REG,,FES,DIETRICH,10,1,160 S 660 E,,DIETRICH,,ID,83324,42,54,19.67,114,16,16.17,42.9054638888889,-114.271158333333,communications-tower-11,
Corporation of the Presiding Bishop of The Church ,E190383,SESREG2018091404078,current,,REG,,FES,"EAGLE 3, 4, 7 &",39,1,2090 North Eagle Road,,EAGLE,,ID,83616,43,42,50.85,116,21,11.85,43.714125,-116.353291666667,communications-tower-11,
Corporation of the Presiding Bishop of The Church ,E190383,SESREG2018091404078,current,,REG,,FES,"FAIRVIEW, GREENHILL,",41,1,190 South Locust Grove Road,,MERIDIAN,,ID,83642,43,36,12.15,116,22,26.43,43.603375,-116.374008333333,communications-tower-11,
Corporation of the Presiding Bishop of The Church ,E190383,SESREG2018091404078,current,,REG,,FES,"GINGER CREEK, SHAMRO",35,1,11443 W McMillan Rd,,BOISE,,ID,83704,43,38,52.11,116,19,30.53,43.6478083333333,-116.325147222222,communications-tower-11,
Corporation of the Presiding Bishop of The Church ,E190383,SESREG2018091404078,current,,REG,,FES,GLENNS FERRY,19,1,874 Old Highway 30,,GLENNS FERRY,,ID,83623,42,57,19.32,115,18,41.11,42.9553666666667,-115.311419444444,communications-tower-11,
Corporation of the Presiding Bishop of The Church ,E190383,SESREG2018091404078,current,,REG,,FES,"GODDARD, MAPLE GROVE",33,1,8620 Goddard Rd,,BOISE,,ID,83704,43,38,43.91,116,17,22.85,43.6455305555556,-116.289680555556,communications-tower-11,
Corporation of the Presiding Bishop of The Church ,E190383,SESREG2018091404078,current,,REG,,FES,GRAND VIEW,23,1,37873 Highway 78,,GRAND VIEW,,ID,83624,42,56,44.99,116,3,24.71,42.9458305555556,-116.056863888889,communications-tower-11,
Corporation of the Presiding Bishop of The Church ,E190383,SESREG2018091404078,current,,REG,,FES,GRANGEVILLE,30,1,403 North Boulevard Street,,GRANGEVILLE,,ID,83530,45,55,38.71,116,6,42.68,45.9274194444444,-116.111855555556,communications-tower-11,
Corporation of the Presiding Bishop of The Church ,E190383,SESREG2018091404078,current,,REG,,FES,"HAILEY 1, 2",11,1,821 Broadford Road,,HAILEY,,ID,83333,43,30,44.19,114,18,37.22,43.512275,-114.310338888889,communications-tower-11,
Corporation of the Presiding Bishop of The Church ,E190383,SESREG2018091404078,current,,REG,,FES,"HARRISON, TWIN FALLS",15,1,667 Harrison Street,,TWIN FALLS,,ID,83301,42,34,24.59,114,28,13.79,42.5734972222222,-114.470497222222,communications-tower-11,
Corporation of the Presiding Bishop of The Church ,E190383,SESREG2018091404078,current,,REG,,FES,HORSESHOE BEND,27,1,447 Hwy 52,,HORSESHOE BEND,,ID,83629,43,54,58.59,116,12,2.43,43.916275,-116.200675,communications-tower-11,
Corporation of the Presiding Bishop of The Church ,E190383,SESREG2018091404078,current,,REG,,FES,IDAHO CITY,21,1,3830 Hwy 21,,IDAHO CITY,,ID,83631,43,49,16.17,115,50,47.3,43.8211583333333,-115.846472222222,communications-tower-11,
Corporation of the Presiding Bishop of The Church ,E190383,SESREG2018091404078,current,,REG,,FES,"JEROME 4, 6, 8 (SP)",16,1,26 North 100 East,,JEROME,,ID,83338,42,43,41.41,114,30,5.13,42.7281694444445,-114.501425,communications-tower-11,
Corporation of the Presiding Bishop of The Church ,E190383,SESREG2018091404078,current,,REG,,FES,"KAMIAH 1, 2",22,1,Hwy 12 2 5 Mi E of Kamiah,,KAMIAH,,ID,83536,46,11,44.95,116,0,43.5,46.1958194444444,-116.012083333333,communications-tower-11,
Corporation of the Presiding Bishop of The Church ,E190383,SESREG2018091404078,current,,REG,,FES,KELLOGG,31,1,902 South Division Drive,,PINEHURST,,ID,83850,47,31,50.53,116,14,28.08,47.5307027777778,-116.241133333333,communications-tower-11,
Corporation of the Presiding Bishop of The Church ,E190383,SESREG2018091404078,current,,REG,,FES,"KINGSBRIDGE, RIVA RI",37,1,12040 W Amity Rd,,BOISE,,ID,83709,43,33,41.18,116,19,56.78,43.5614388888889,-116.332438888889,communications-tower-11,
Corporation of the Presiding Bishop of The Church ,E190383,SESREG2018091404078,current,,REG,,FES,"KUNA 2, 8, 16 &",45,1,3305 West Kuna Road,,KUNA,,ID,83634,43,29,15.5,116,27,14.83,43.4876388888889,-116.454119444444,communications-tower-11,
Corporation of the Presiding Bishop of The Church ,E190383,SESREG2018091404078,current,,REG,,FES,"KUNA 5, NAMPA 5, 17",50,1,7809 Deer Flat Road,,NAMPA,,ID,83686,40,30,9.1,116,32,57.04,40.5025277777778,-116.549177777778,communications-tower-11,
Corporation of the Presiding Bishop of The Church ,E190383,SESREG2018091404078,current,,REG,,FES,"KUNA 7, 11, 15 &",43,1,8625 South Linder Road,,KUNA,,ID,83634,43,31,33.6,116,24,51.83,43.526,-116.414397222222,communications-tower-11,
Corporation of the Presiding Bishop of The Church ,E190383,SESREG2018091404078,current,,REG,,FES,"LYNWOOD, TWIN FALLS",14,1,421 Maurice Street North,,TWIN FALLS,,ID,83301,42,34,8.42,114,27,12.46,42.5690055555556,-114.453461111111,communications-tower-11,
Corporation of the Presiding Bishop of The Church ,E190383,SESREG2018091404078,current,,REG,,FES,"MOUNTAIN HOME 1, 4,",20,1,1150 North 8th East,,MOUNTAIN HOME,,ID,83647,43,8,35.91,115,41,25.19,43.1433083333333,-115.690330555556,communications-tower-11,
Corporation of the Presiding Bishop of The Church ,E190383,SESREG2018091404078,current,,REG,,FES,"NAMPA 23, 33, YSA 1",47,1,6111 Birch Lane,,NAMPA,,ID,83687,43,36,43.41,116,30,55.62,43.6120583333333,-116.51545,communications-tower-11,
Corporation of the Presiding Bishop of The Church ,E190383,SESREG2018091404078,current,,REG,,FES,"OAKLEY 1, 2, 3 &",7,1,355 North Center Street,,OAKLEY,,ID,83346,42,14,48.68,113,52,58.87,42.2468555555556,-113.883019444444,communications-tower-11,
Corporation of the Presiding Bishop of The Church ,E190383,SESREG2018091404078,current,,REG,,FES,OROFINO,42,1,13610 Freemont Avenue,,OROFINO,,ID,83544,46,29,55.66,116,19,30.93,46.4987944444444,-116.325258333333,communications-tower-11,
Corporation of the Presiding Bishop of The Church ,E190383,SESREG2018091404078,current,,REG,,FES,PAHSIMEROI,2,1,14 Patterson Rd,,MAY,,ID,83253,44,31,27,113,42,59.38,44.5241666666667,-113.716494444444,communications-tower-11,
Corporation of the Presiding Bishop of The Church ,E190383,SESREG2018091404078,current,,REG,,FES,"PAUL 1, 2 &",4,1,424 W Ellis Street,,PAUL,,ID,83347,42,36,21.06,113,47,25.48,42.60585,-113.790411111111,communications-tower-11,
Corporation of the Presiding Bishop of The Church ,E190383,SESREG2018091404078,current,,REG,,FES,"RIVER, SALMON &",8,1,400 South Daisy Street,,SALMON,,ID,83467,45,10,16.92,113,53,31.45,45.1713666666667,-113.892069444444,communications-tower-11,
